Date,Time,Temp [deg C],pH [Units],SpCond [uS/cm],DO [mg/l],TDS [g/l]
9/22/2014,12:30:00 PM,17.67,8.43,686,8.56,0.4
9/22/2014,12:33:00 PM,17.67,8.43,686,8.54,0.4
9/22/2014,12:36:00 PM,17.66,8.43,686,8.55,0.4
9/22/2014,12:39:00 PM,17.65,8.43,686,8.52,0.4
9/22/2014,12:42:00 PM,17.67,8.43,686,8.52,0.4
9/22/2014,12:45:00 PM,17.67,8.43,686,8.53,0.4
9/22/2014,12:48:00 PM,17.66,8.43,687,8.5,0.4
9/22/2014,12:51:00 PM,17.65,8.43,687,8.51,0.4
9/22/2014,12:54:00 PM,17.67,8.43,686,8.5,0.4
9/22/2014,12:57:00 PM,17.7,8.43,686,8.5,0.4
9/22/2014,1:00:00 PM,17.7,8.43,686,8.49,0.4
9/22/2014,1:03:00 PM,17.71,8.43,685,8.51,0.4
9/22/2014,1:06:00 PM,17.72,8.43,685,8.51,0.4
9/22/2014,1:09:00 PM,17.75,8.44,684,8.49,0.4
9/22/2014,1:12:00 PM,17.74,8.44,684,8.53,0.4
9/22/2014,1:15:00 PM,17.76,8.44,684,8.51,0.4
9/22/2014,1:18:00 PM,17.77,8.44,684,8.52,0.4
9/22/2014,1:21:00 PM,17.77,8.43,683,8.5,0.4
9/22/2014,1:24:00 PM,17.78,8.44,684,8.48,0.4
9/22/2014,1:27:00 PM,17.8,8.44,684,8.5,0.4
9/22/2014,1:30:00 PM,17.81,8.43,684,8.52,0.4
9/22/2014,1:33:00 PM,17.81,8.44,684,8.51,0.4
9/22/2014,1:36:00 PM,17.84,8.44,684,8.51,0.4
9/22/2014,1:39:00 PM,17.85,8.44,684,8.53,0.4
9/22/2014,1:42:00 PM,17.85,8.43,684,8.49,0.4
9/22/2014,1:45:00 PM,17.91,8.43,684,8.5,0.4
9/22/2014,1:48:00 PM,17.95,8.43,683,8.5,0.4
9/22/2014,1:51:00 PM,18.01,8.43,684,8.52,0.4
9/22/2014,1:54:00 PM,18.03,8.43,683,8.46,0.4
9/22/2014,1:57:00 PM,18.06,8.43,683,8.49,0.4
9/22/2014,2:00:00 PM,18.12,8.43,683,8.48,0.4
9/22/2014,2:03:00 PM,18.14,8.42,684,8.52,0.4
9/22/2014,2:06:00 PM,18.19,8.42,683,8.52,0.4
9/22/2014,2:09:00 PM,18.21,8.43,683,8.51,0.4
9/22/2014,2:12:00 PM,18.26,8.43,682,8.51,0.4
9/22/2014,2:15:00 PM,18.27,8.43,683,8.5,0.4
9/22/2014,2:18:00 PM,18.28,8.43,682,8.51,0.4
9/22/2014,2:21:00 PM,18.3,8.43,683,8.51,0.4
9/22/2014,2:24:00 PM,18.33,8.43,683,8.51,0.4
9/22/2014,2:27:00 PM,18.37,8.43,682,8.51,0.4
9/22/2014,2:30:00 PM,18.37,8.43,682,8.49,0.4
9/22/2014,2:33:00 PM,18.38,8.43,682,8.5,0.4
9/22/2014,2:36:00 PM,18.44,8.43,681,8.49,0.4
9/22/2014,2:39:00 PM,18.46,8.43,681,8.47,0.4
9/22/2014,2:42:00 PM,18.48,8.44,681,8.49,0.4
9/22/2014,2:45:00 PM,18.44,8.44,682,8.51,0.4
9/22/2014,2:48:00 PM,18.5,8.43,681,8.45,0.4
9/22/2014,2:51:00 PM,18.44,8.43,682,8.46,0.4
9/22/2014,2:54:00 PM,18.42,8.43,682,8.49,0.4
9/22/2014,2:57:00 PM,18.44,8.43,682,8.47,0.4
9/22/2014,3:00:00 PM,18.44,8.43,682,8.46,0.4
9/22/2014,3:03:00 PM,18.41,8.43,681,8.45,0.4
9/22/2014,3:06:00 PM,18.43,8.43,682,8.45,0.4
9/22/2014,3:09:00 PM,18.43,8.43,682,8.45,0.4
9/22/2014,3:12:00 PM,18.44,8.43,682,8.45,0.4
9/22/2014,3:15:00 PM,18.43,8.43,681,8.46,0.4
9/22/2014,3:18:00 PM,18.45,8.43,681,8.44,0.4
9/22/2014,3:21:00 PM,18.48,8.43,680,8.45,0.4
9/22/2014,3:24:00 PM,18.48,8.43,680,8.45,0.4
9/22/2014,3:27:00 PM,18.51,8.43,680,8.42,0.4
9/22/2014,3:30:00 PM,18.53,8.43,679,8.43,0.4
9/22/2014,3:33:00 PM,18.55,8.43,679,8.43,0.4
9/22/2014,3:36:00 PM,18.54,8.43,679,8.45,0.4
9/22/2014,3:39:00 PM,18.53,8.43,679,8.42,0.4
9/22/2014,3:42:00 PM,18.56,8.43,678,8.42,0.4
9/22/2014,3:45:00 PM,18.58,8.43,678,8.42,0.4
9/22/2014,3:48:00 PM,18.59,8.43,677,8.42,0.4
9/22/2014,3:51:00 PM,18.59,8.43,677,8.39,0.4
9/22/2014,3:54:00 PM,18.58,8.42,677,8.4,0.4
9/22/2014,3:57:00 PM,18.58,8.42,678,8.4,0.4
9/22/2014,4:00:00 PM,18.6,8.42,677,8.41,0.4
9/22/2014,4:03:00 PM,18.63,8.42,677,8.39,0.4
9/22/2014,4:06:00 PM,18.68,8.42,676,8.39,0.4
9/22/2014,4:09:00 PM,18.64,8.42,676,8.38,0.4
9/22/2014,4:12:00 PM,18.63,8.42,676,8.38,0.4
9/22/2014,4:15:00 PM,18.64,8.42,676,8.38,0.4
9/22/2014,4:18:00 PM,18.63,8.42,676,8.37,0.4
9/22/2014,4:21:00 PM,18.61,8.42,678,8.37,0.4
9/22/2014,4:24:00 PM,18.58,8.42,679,8.36,0.4
9/22/2014,4:27:00 PM,18.58,8.42,679,8.37,0.4
9/22/2014,4:30:00 PM,18.6,8.42,681,8.37,0.4
9/22/2014,4:33:00 PM,18.62,8.42,682,8.38,0.4
9/22/2014,4:36:00 PM,18.62,8.42,684,8.37,0.4
9/22/2014,4:39:00 PM,18.63,8.42,684,8.36,0.4
9/22/2014,4:42:00 PM,18.59,8.42,684,8.36,0.4
9/22/2014,4:45:00 PM,18.6,8.42,685,8.37,0.4
9/22/2014,4:48:00 PM,18.56,8.42,685,8.35,0.4
9/22/2014,4:51:00 PM,18.55,8.42,685,8.32,0.4
9/22/2014,4:54:00 PM,18.58,8.42,684,8.3,0.4
9/22/2014,4:57:00 PM,18.55,8.42,683,8.32,0.4
9/22/2014,5:00:00 PM,18.57,8.42,681,8.32,0.4
9/22/2014,5:03:00 PM,18.58,8.42,680,8.32,0.4
9/22/2014,5:06:00 PM,18.58,8.42,678,8.32,0.4
9/22/2014,5:09:00 PM,18.58,8.42,678,8.32,0.4
9/22/2014,5:12:00 PM,18.58,8.42,678,8.31,0.4
9/22/2014,5:15:00 PM,18.58,8.42,677,8.31,0.4
9/22/2014,5:18:00 PM,18.6,8.42,677,8.31,0.4
9/22/2014,5:21:00 PM,18.62,8.42,675,8.3,0.4
9/22/2014,5:24:00 PM,18.63,8.41,675,8.29,0.4
9/22/2014,5:27:00 PM,18.65,8.41,675,8.26,0.4
9/22/2014,5:30:00 PM,18.65,8.41,675,8.28,0.4
9/22/2014,5:33:00 PM,18.68,8.41,674,8.28,0.4
9/22/2014,5:36:00 PM,18.66,8.41,674,8.29,0.4
9/22/2014,5:39:00 PM,18.65,8.41,674,8.26,0.4
9/22/2014,5:42:00 PM,18.67,8.41,674,8.25,0.4
9/22/2014,5:45:00 PM,18.68,8.41,674,8.23,0.4
9/22/2014,5:48:00 PM,18.66,8.41,674,8.25,0.4
9/22/2014,5:51:00 PM,18.67,8.41,668,8.24,0.4
9/22/2014,5:54:00 PM,18.69,8.4,660,8.17,0.4
9/22/2014,5:57:00 PM,18.69,8.4,659,8.17,0.4
9/22/2014,6:00:00 PM,18.72,8.4,657,8.16,0.4
9/22/2014,6:03:00 PM,18.74,8.4,658,8.17,0.4
9/22/2014,6:06:00 PM,18.75,8.4,660,8.16,0.4
9/22/2014,6:09:00 PM,18.74,8.41,662,8.19,0.4
9/22/2014,6:12:00 PM,18.75,8.4,664,8.16,0.4
9/22/2014,6:15:00 PM,18.75,8.4,666,8.19,0.4
9/22/2014,6:18:00 PM,18.73,8.41,668,8.18,0.4
9/22/2014,6:21:00 PM,18.75,8.41,668,8.19,0.4
9/22/2014,6:24:00 PM,18.72,8.4,670,8.19,0.4
9/22/2014,6:27:00 PM,18.71,8.4,671,8.19,0.4
9/22/2014,6:30:00 PM,18.7,8.4,671,8.19,0.4
9/22/2014,6:33:00 PM,18.69,8.4,671,8.17,0.4
9/22/2014,6:36:00 PM,18.68,8.4,672,8.18,0.4
9/22/2014,6:39:00 PM,18.66,8.4,672,8.16,0.4
9/22/2014,6:42:00 PM,18.66,8.4,673,8.18,0.4
9/22/2014,6:45:00 PM,18.61,8.4,674,8.18,0.4
9/22/2014,6:48:00 PM,18.61,8.4,675,8.18,0.4
9/22/2014,6:51:00 PM,18.58,8.4,675,8.21,0.4
9/22/2014,6:54:00 PM,18.58,8.4,676,8.17,0.4
9/22/2014,6:57:00 PM,18.56,8.4,676,8.18,0.4
9/22/2014,7:00:00 PM,18.53,8.4,677,8.18,0.4
9/22/2014,7:03:00 PM,18.52,8.4,678,8.16,0.4
9/22/2014,7:06:00 PM,18.51,8.4,678,8.19,0.4
9/22/2014,7:09:00 PM,18.46,8.4,679,8.18,0.4
9/22/2014,7:12:00 PM,18.5,8.4,678,8.16,0.4
9/22/2014,7:15:00 PM,18.47,8.4,679,8.15,0.4
9/22/2014,7:18:00 PM,18.48,8.4,678,8.16,0.4
9/22/2014,7:21:00 PM,18.43,8.4,679,8.18,0.4
9/22/2014,7:24:00 PM,18.48,8.4,678,8.12,0.4
9/22/2014,7:27:00 PM,18.4,8.4,679,8.17,0.4
9/22/2014,7:30:00 PM,18.43,8.39,678,8.17,0.4
9/22/2014,7:33:00 PM,18.42,8.4,678,8.16,0.4
9/22/2014,7:36:00 PM,18.44,8.4,677,8.17,0.4
9/22/2014,7:39:00 PM,18.41,8.4,678,8.16,0.4
9/22/2014,7:42:00 PM,18.4,8.4,678,8.17,0.4
9/22/2014,7:45:00 PM,18.38,8.39,678,8.15,0.4
9/22/2014,7:48:00 PM,18.4,8.4,678,8.14,0.4
9/22/2014,7:51:00 PM,18.35,8.39,679,8.18,0.4
9/22/2014,7:54:00 PM,18.4,8.4,678,8.15,0.4
9/22/2014,7:57:00 PM,18.35,8.4,680,8.17,0.4
9/22/2014,8:00:00 PM,18.4,8.39,679,8.14,0.4
9/22/2014,8:03:00 PM,18.35,8.39,679,8.16,0.4
9/22/2014,8:06:00 PM,18.42,8.39,678,8.14,0.4
9/22/2014,8:09:00 PM,18.41,8.39,678,8.16,0.4
9/22/2014,8:12:00 PM,18.35,8.39,678,8.18,0.4
9/22/2014,8:15:00 PM,18.32,8.39,679,8.18,0.4
9/22/2014,8:18:00 PM,18.37,8.39,677,8.15,0.4
9/22/2014,8:21:00 PM,18.26,8.39,679,8.18,0.4
9/22/2014,8:24:00 PM,18.36,8.39,678,8.17,0.4
9/22/2014,8:27:00 PM,18.3,8.39,678,8.17,0.4
9/22/2014,8:30:00 PM,18.36,8.39,678,8.14,0.4
9/22/2014,8:33:00 PM,18.29,8.39,678,8.18,0.4
9/22/2014,8:36:00 PM,18.31,8.39,679,8.17,0.4
9/22/2014,8:39:00 PM,18.28,8.39,680,8.16,0.4
9/22/2014,8:42:00 PM,18.32,8.39,679,8.17,0.4
9/22/2014,8:45:00 PM,18.34,8.39,678,8.16,0.4
9/22/2014,8:48:00 PM,18.15,8.39,681,8.23,0.4
9/22/2014,8:51:00 PM,18.24,8.39,679,8.18,0.4
9/22/2014,8:54:00 PM,18.28,8.39,678,8.15,0.4
9/22/2014,8:57:00 PM,18.24,8.39,679,8.16,0.4
9/22/2014,9:00:00 PM,18.19,8.39,679,8.18,0.4
9/22/2014,9:03:00 PM,18.18,8.39,679,8.19,0.4
9/22/2014,9:06:00 PM,18.17,8.39,679,8.19,0.4
9/22/2014,9:09:00 PM,18.15,8.39,679,8.19,0.4
9/22/2014,9:12:00 PM,18.14,8.39,678,8.19,0.4
9/22/2014,9:15:00 PM,18.14,8.39,679,8.18,0.4
9/22/2014,9:18:00 PM,18.05,8.39,680,8.22,0.4
9/22/2014,9:21:00 PM,18.1,8.39,678,8.18,0.4
9/22/2014,9:24:00 PM,18.11,8.39,679,8.19,0.4
9/22/2014,9:27:00 PM,18.08,8.39,679,8.19,0.4
9/22/2014,9:30:00 PM,18.06,8.39,679,8.2,0.4
9/22/2014,9:33:00 PM,18.05,8.39,680,8.19,0.4
9/22/2014,9:36:00 PM,18.04,8.39,680,8.2,0.4
9/22/2014,9:39:00 PM,18.07,8.39,679,8.19,0.4
9/22/2014,9:42:00 PM,18.02,8.39,680,8.2,0.4
9/22/2014,9:45:00 PM,18.01,8.39,680,8.23,0.4
9/22/2014,9:48:00 PM,17.96,8.39,681,8.24,0.4
9/22/2014,9:51:00 PM,17.97,8.39,679,8.2,0.4
9/22/2014,9:54:00 PM,17.97,8.39,679,8.21,0.4
9/22/2014,9:57:00 PM,17.98,8.39,679,8.19,0.4
9/22/2014,10:00:00 PM,17.98,8.39,678,8.19,0.4
9/22/2014,10:03:00 PM,17.96,8.39,680,8.21,0.4
9/22/2014,10:06:00 PM,17.95,8.39,680,8.22,0.4
9/22/2014,10:09:00 PM,17.95,8.39,680,8.21,0.4
9/22/2014,10:12:00 PM,17.91,8.39,679,8.21,0.4
9/22/2014,10:15:00 PM,17.93,8.39,679,8.2,0.4
9/22/2014,10:18:00 PM,17.89,8.39,680,8.25,0.4
9/22/2014,10:21:00 PM,17.87,8.39,679,8.21,0.4
9/22/2014,10:24:00 PM,17.79,8.39,680,8.23,0.4
9/22/2014,10:27:00 PM,17.86,8.39,679,8.21,0.4
9/22/2014,10:30:00 PM,17.84,8.39,679,8.21,0.4
9/22/2014,10:33:00 PM,17.86,8.39,679,8.24,0.4
9/22/2014,10:36:00 PM,17.81,8.39,680,8.23,0.4
9/22/2014,10:39:00 PM,17.75,8.39,681,8.26,0.4
9/22/2014,10:42:00 PM,17.79,8.39,680,8.24,0.4
9/22/2014,10:45:00 PM,17.68,8.39,681,8.25,0.4
9/22/2014,10:48:00 PM,17.75,8.39,681,8.24,0.4
9/22/2014,10:51:00 PM,17.76,8.39,681,8.24,0.4
9/22/2014,10:54:00 PM,17.74,8.39,681,8.25,0.4
9/22/2014,10:57:00 PM,17.65,8.39,682,8.3,0.4
9/22/2014,11:00:00 PM,17.74,8.39,681,8.24,0.4
9/22/2014,11:03:00 PM,17.65,8.39,682,8.27,0.4
9/22/2014,11:06:00 PM,17.62,8.39,683,8.28,0.4
9/22/2014,11:09:00 PM,17.62,8.39,683,8.28,0.4
9/22/2014,11:12:00 PM,17.64,8.39,682,8.26,0.4
9/22/2014,11:15:00 PM,17.63,8.39,682,8.27,0.4
9/22/2014,11:18:00 PM,17.63,8.39,682,8.28,0.4
9/22/2014,11:21:00 PM,17.59,8.39,682,8.28,0.4
9/22/2014,11:24:00 PM,17.63,8.39,681,8.26,0.4
9/22/2014,11:27:00 PM,17.58,8.39,682,8.28,0.4
9/22/2014,11:30:00 PM,17.56,8.39,682,8.27,0.4
9/22/2014,11:33:00 PM,17.54,8.39,681,8.29,0.4
9/22/2014,11:36:00 PM,17.56,8.39,682,8.27,0.4
9/22/2014,11:39:00 PM,17.52,8.39,682,8.28,0.4
9/22/2014,11:42:00 PM,17.52,8.39,682,8.31,0.4
9/22/2014,11:45:00 PM,17.51,8.39,681,8.28,0.4
9/22/2014,11:48:00 PM,17.52,8.39,681,8.29,0.4
9/22/2014,11:51:00 PM,17.49,8.39,682,8.29,0.4
9/22/2014,11:54:00 PM,17.5,8.39,681,8.27,0.4
9/22/2014,11:57:00 PM,17.41,8.39,682,8.29,0.4
9/23/2014,12:00:00 AM,17.45,8.39,681,8.28,0.4
9/23/2014,12:03:00 AM,17.41,8.39,682,8.3,0.4
9/23/2014,12:06:00 AM,17.4,8.39,682,8.31,0.4
9/23/2014,12:09:00 AM,17.44,8.39,682,8.25,0.4
9/23/2014,12:12:00 AM,17.33,8.39,683,8.32,0.4
9/23/2014,12:15:00 AM,17.37,8.39,682,8.3,0.4
9/23/2014,12:18:00 AM,17.35,8.39,682,8.3,0.4
9/23/2014,12:21:00 AM,17.2,8.39,684,8.39,0.4
9/23/2014,12:24:00 AM,17.33,8.39,682,8.33,0.4
9/23/2014,12:27:00 AM,17.28,8.4,682,8.34,0.4
9/23/2014,12:30:00 AM,17.27,8.4,682,8.35,0.4
9/23/2014,12:33:00 AM,17.31,8.4,682,8.3,0.4
9/23/2014,12:36:00 AM,17.29,8.4,682,8.31,0.4
9/23/2014,12:39:00 AM,17.27,8.4,681,8.34,0.4
9/23/2014,12:42:00 AM,17.29,8.4,682,8.32,0.4
9/23/2014,12:45:00 AM,17.3,8.4,681,8.31,0.4
9/23/2014,12:48:00 AM,17.24,8.4,682,8.37,0.4
9/23/2014,12:51:00 AM,17.25,8.4,682,8.36,0.4
9/23/2014,12:54:00 AM,17.29,8.4,681,8.31,0.4
9/23/2014,12:57:00 AM,17.29,8.4,681,8.31,0.4
9/23/2014,1:00:00 AM,17.17,8.39,682,8.4,0.4
9/23/2014,1:03:00 AM,17.29,8.39,680,8.31,0.4
9/23/2014,1:06:00 AM,17.33,8.39,680,8.3,0.4
9/23/2014,1:09:00 AM,17.3,8.39,680,8.3,0.4
9/23/2014,1:12:00 AM,17.23,8.38,681,8.31,0.4
9/23/2014,1:15:00 AM,17.27,8.38,680,8.29,0.4
9/23/2014,1:18:00 AM,17.27,8.38,679,8.32,0.4
9/23/2014,1:21:00 AM,17.26,8.38,677,8.3,0.4
9/23/2014,1:24:00 AM,17.29,8.38,676,8.3,0.4
9/23/2014,1:27:00 AM,17.27,8.38,675,8.29,0.4
9/23/2014,1:30:00 AM,17.28,8.38,674,8.31,0.4
9/23/2014,1:33:00 AM,17.28,8.38,672,8.31,0.4
9/23/2014,1:36:00 AM,17.27,8.38,674,8.31,0.4
9/23/2014,1:39:00 AM,17.29,8.39,673,8.31,0.4
9/23/2014,1:42:00 AM,17.26,8.39,674,8.33,0.4
9/23/2014,1:45:00 AM,17.24,8.39,674,8.34,0.4
9/23/2014,1:48:00 AM,17.23,8.39,674,8.35,0.4
9/23/2014,1:51:00 AM,17.23,8.39,675,8.34,0.4
9/23/2014,1:54:00 AM,17.21,8.39,674,8.36,0.4
9/23/2014,1:57:00 AM,17.22,8.39,674,8.33,0.4
9/23/2014,2:00:00 AM,17.22,8.39,674,8.35,0.4
9/23/2014,2:03:00 AM,17.19,8.39,673,8.33,0.4
9/23/2014,2:06:00 AM,17.19,8.39,672,8.35,0.4
9/23/2014,2:09:00 AM,17.2,8.39,672,8.32,0.4
9/23/2014,2:12:00 AM,17.16,8.39,673,8.35,0.4
9/23/2014,2:15:00 AM,17.12,8.4,673,8.34,0.4
9/23/2014,2:18:00 AM,17.05,8.39,674,8.37,0.4
9/23/2014,2:21:00 AM,17.14,8.39,672,8.35,0.4
9/23/2014,2:24:00 AM,17.12,8.4,672,8.32,0.4
9/23/2014,2:27:00 AM,17.03,8.4,673,8.37,0.4
9/23/2014,2:30:00 AM,17.09,8.4,672,8.35,0.4
9/23/2014,2:33:00 AM,17.03,8.41,674,8.41,0.4
9/23/2014,2:36:00 AM,17.05,8.41,673,8.4,0.4
9/23/2014,2:39:00 AM,17.09,8.41,673,8.35,0.4
9/23/2014,2:42:00 AM,17.04,8.41,674,8.39,0.4
9/23/2014,2:45:00 AM,17.04,8.41,674,8.39,0.4
9/23/2014,2:48:00 AM,17.07,8.41,673,8.35,0.4
9/23/2014,2:51:00 AM,17.05,8.41,674,8.38,0.4
9/23/2014,2:54:00 AM,17.07,8.41,672,8.37,0.4
9/23/2014,2:57:00 AM,17,8.41,674,8.39,0.4
9/23/2014,3:00:00 AM,17.03,8.41,673,8.39,0.4
9/23/2014,3:03:00 AM,16.99,8.41,673,8.39,0.4
9/23/2014,3:06:00 AM,17.04,8.41,673,8.37,0.4
9/23/2014,3:09:00 AM,17.04,8.41,673,8.36,0.4
9/23/2014,3:12:00 AM,17.02,8.41,672,8.37,0.4
9/23/2014,3:15:00 AM,17.04,8.41,672,8.34,0.4
9/23/2014,3:18:00 AM,16.95,8.41,672,8.39,0.4
9/23/2014,3:21:00 AM,17,8.41,672,8.39,0.4
9/23/2014,3:24:00 AM,17.06,8.41,670,8.37,0.4
9/23/2014,3:27:00 AM,17.06,8.41,670,8.36,0.4
9/23/2014,3:30:00 AM,17.02,8.41,670,8.38,0.4
9/23/2014,3:33:00 AM,17.01,8.41,670,8.39,0.4
9/23/2014,3:36:00 AM,16.95,8.41,670,8.39,0.4
9/23/2014,3:39:00 AM,17,8.41,670,8.37,0.4
9/23/2014,3:42:00 AM,17.03,8.41,668,8.39,0.4
9/23/2014,3:45:00 AM,16.91,8.41,669,8.44,0.4
9/23/2014,3:48:00 AM,16.99,8.41,667,8.38,0.4
9/23/2014,3:51:00 AM,16.99,8.41,669,8.37,0.4
9/23/2014,3:54:00 AM,16.98,8.41,669,8.38,0.4
9/23/2014,3:57:00 AM,16.95,8.41,670,8.42,0.4
9/23/2014,4:00:00 AM,16.96,8.41,669,8.38,0.4
9/23/2014,4:03:00 AM,16.92,8.41,670,8.43,0.4
9/23/2014,4:06:00 AM,16.92,8.41,670,8.41,0.4
9/23/2014,4:09:00 AM,16.96,8.41,669,8.39,0.4
9/23/2014,4:12:00 AM,16.99,8.41,669,8.4,0.4
9/23/2014,4:15:00 AM,16.94,8.41,670,8.43,0.4
9/23/2014,4:18:00 AM,16.98,8.41,669,8.38,0.4
9/23/2014,4:21:00 AM,16.95,8.42,668,8.41,0.4
9/23/2014,4:24:00 AM,16.91,8.42,669,8.4,0.4
9/23/2014,4:27:00 AM,16.91,8.42,669,8.42,0.4
9/23/2014,4:30:00 AM,16.9,8.42,670,8.42,0.4
9/23/2014,4:33:00 AM,16.94,8.42,669,8.42,0.4
9/23/2014,4:36:00 AM,16.94,8.42,669,8.41,0.4
9/23/2014,4:39:00 AM,16.89,8.42,670,8.43,0.4
9/23/2014,4:42:00 AM,16.9,8.42,670,8.41,0.4
9/23/2014,4:45:00 AM,16.92,8.42,668,8.42,0.4
9/23/2014,4:48:00 AM,16.95,8.42,669,8.39,0.4
9/23/2014,4:51:00 AM,16.92,8.42,668,8.39,0.4
9/23/2014,4:54:00 AM,16.89,8.42,669,8.42,0.4
9/23/2014,4:57:00 AM,16.91,8.42,669,8.4,0.4
9/23/2014,5:00:00 AM,16.86,8.42,669,8.42,0.4
9/23/2014,5:03:00 AM,16.86,8.42,669,8.42,0.4
9/23/2014,5:06:00 AM,16.81,8.42,671,8.44,0.4
9/23/2014,5:09:00 AM,16.87,8.42,669,8.42,0.4
9/23/2014,5:12:00 AM,16.77,8.42,670,8.45,0.4
9/23/2014,5:15:00 AM,16.81,8.42,669,8.44,0.4
9/23/2014,5:18:00 AM,16.8,8.42,670,8.46,0.4
9/23/2014,5:21:00 AM,16.81,8.42,669,8.44,0.4
9/23/2014,5:24:00 AM,16.86,8.42,668,8.45,0.4
9/23/2014,5:27:00 AM,16.88,8.42,668,8.42,0.4
9/23/2014,5:30:00 AM,16.83,8.41,669,8.41,0.4
9/23/2014,5:33:00 AM,16.83,8.41,668,8.44,0.4
9/23/2014,5:36:00 AM,16.82,8.41,669,8.41,0.4
9/23/2014,5:39:00 AM,16.79,8.41,670,8.46,0.4
9/23/2014,5:42:00 AM,16.76,8.41,670,8.47,0.4
9/23/2014,5:45:00 AM,16.59,8.41,673,8.53,0.4
9/23/2014,5:48:00 AM,16.79,8.41,671,8.42,0.4
9/23/2014,5:51:00 AM,16.73,8.41,672,8.43,0.4
9/23/2014,5:54:00 AM,16.74,8.41,672,8.44,0.4
9/23/2014,5:57:00 AM,16.65,8.41,674,8.47,0.4
9/23/2014,6:00:00 AM,16.63,8.41,675,8.46,0.4
9/23/2014,6:03:00 AM,16.62,8.41,676,8.46,0.4
9/23/2014,6:06:00 AM,16.63,8.4,678,8.46,0.4
9/23/2014,6:09:00 AM,16.62,8.41,678,8.45,0.4
9/23/2014,6:12:00 AM,16.52,8.4,680,8.49,0.4
9/23/2014,6:15:00 AM,16.57,8.41,679,8.48,0.4
9/23/2014,6:18:00 AM,16.56,8.4,679,8.46,0.4
9/23/2014,6:21:00 AM,16.5,8.41,681,8.5,0.4
9/23/2014,6:24:00 AM,16.53,8.41,679,8.48,0.4
9/23/2014,6:27:00 AM,16.57,8.4,679,8.44,0.4
9/23/2014,6:30:00 AM,16.51,8.41,679,8.5,0.4
9/23/2014,6:33:00 AM,16.52,8.4,679,8.46,0.4
9/23/2014,6:36:00 AM,16.49,8.41,680,8.48,0.4
9/23/2014,6:39:00 AM,16.55,8.41,679,8.47,0.4
9/23/2014,6:42:00 AM,16.42,8.41,680,8.51,0.4
9/23/2014,6:45:00 AM,16.52,8.41,679,8.49,0.4
9/23/2014,6:48:00 AM,16.51,8.41,680,8.49,0.4
9/23/2014,6:51:00 AM,16.45,8.41,681,8.51,0.4
9/23/2014,6:54:00 AM,16.47,8.41,680,8.5,0.4
9/23/2014,6:57:00 AM,16.41,8.41,681,8.51,0.4
9/23/2014,7:00:00 AM,16.45,8.41,681,8.51,0.4
9/23/2014,7:03:00 AM,16.48,8.41,680,8.49,0.4
9/23/2014,7:06:00 AM,16.46,8.4,681,8.46,0.4
9/23/2014,7:09:00 AM,16.5,8.41,681,8.47,0.4
9/23/2014,7:12:00 AM,16.48,8.41,680,8.47,0.4
9/23/2014,7:15:00 AM,16.48,8.41,679,8.47,0.4
9/23/2014,7:18:00 AM,16.49,8.41,680,8.48,0.4
9/23/2014,7:21:00 AM,16.48,8.41,679,8.48,0.4
9/23/2014,7:24:00 AM,16.5,8.41,678,8.45,0.4
9/23/2014,7:27:00 AM,16.51,8.41,677,8.46,0.4
9/23/2014,7:30:00 AM,16.44,8.41,679,8.51,0.4
9/23/2014,7:33:00 AM,16.47,8.41,677,8.51,0.4
9/23/2014,7:36:00 AM,16.49,8.4,676,8.49,0.4
9/23/2014,7:39:00 AM,16.43,8.41,677,8.52,0.4
9/23/2014,7:42:00 AM,16.47,8.41,676,8.49,0.4
9/23/2014,7:45:00 AM,16.46,8.41,677,8.52,0.4
9/23/2014,7:48:00 AM,16.39,8.41,677,8.55,0.4
9/23/2014,7:51:00 AM,16.31,8.41,679,8.6,0.4
9/23/2014,7:54:00 AM,16.42,8.41,677,8.55,0.4
9/23/2014,7:57:00 AM,16.41,8.41,677,8.53,0.4
9/23/2014,8:00:00 AM,16.44,8.4,676,8.5,0.4
9/23/2014,8:03:00 AM,16.42,8.4,677,8.52,0.4
9/23/2014,8:06:00 AM,16.45,8.4,677,8.49,0.4
9/23/2014,8:09:00 AM,16.43,8.4,678,8.48,0.4
9/23/2014,8:12:00 AM,16.44,8.4,677,8.47,0.4
9/23/2014,8:15:00 AM,16.44,8.39,676,8.48,0.4
9/23/2014,8:18:00 AM,16.42,8.39,678,8.44,0.4
9/23/2014,8:21:00 AM,16.41,8.38,678,8.46,0.4
9/23/2014,8:24:00 AM,16.4,8.38,679,8.45,0.4
9/23/2014,8:27:00 AM,16.38,8.38,679,8.46,0.4
9/23/2014,8:30:00 AM,16.43,8.38,679,8.43,0.4
9/23/2014,8:33:00 AM,16.24,8.38,682,8.51,0.4
9/23/2014,8:36:00 AM,16.34,8.38,679,8.5,0.4
9/23/2014,8:39:00 AM,16.3,8.39,681,8.53,0.4
9/23/2014,8:42:00 AM,16.34,8.39,681,8.51,0.4
9/23/2014,8:45:00 AM,16.33,8.39,681,8.51,0.4
9/23/2014,8:48:00 AM,16.3,8.39,682,8.52,0.4
9/23/2014,8:51:00 AM,16.33,8.4,681,8.56,0.4
9/23/2014,8:54:00 AM,16.35,8.4,681,8.54,0.4
9/23/2014,8:57:00 AM,16.37,8.4,681,8.57,0.4
